Re_original_Omega12,Z_free_NSrr_source_frame,Z_free_NSnsns_target_frame,free_frame_relative_error
0.52,0.5530670290822071,0.5391054504638968,3.2143177008947532e-12
0.56,0.5646558452393462,0.5514269408000244,9.139355938714289e-13
0.6,0.5754095923717206,0.5638924570404817,1.7190471268691e-11
0.64,0.5856170435864217,0.5766041619471756,6.570055610666259e-11
0.68,0.5955980979714159,0.5896298964083582,4.894356031570624e-10
