task_id,task_kind,t_index,t,replicate,sobol_power,seed
127,production,15,0.224387755102,7,15,2026082307
128,production,16,0.227346938776,0,15,2026082300
129,production,16,0.227346938776,1,15,2026082301
130,production,16,0.227346938776,2,15,2026082302
131,production,16,0.227346938776,3,15,2026082303
132,production,16,0.227346938776,4,15,2026082304
133,production,16,0.227346938776,5,15,2026082305
134,production,16,0.227346938776,6,15,2026082306
135,production,16,0.227346938776,7,15,2026082307
136,production,17,0.230306122449,0,15,2026082300
137,production,17,0.230306122449,1,15,2026082301
138,production,17,0.230306122449,2,15,2026082302
139,production,17,0.230306122449,3,15,2026082303
140,production,17,0.230306122449,4,15,2026082304
141,production,17,0.230306122449,5,15,2026082305
142,production,17,0.230306122449,6,15,2026082306
143,production,17,0.230306122449,7,15,2026082307
144,production,18,0.233265306122,0,15,2026082300
145,production,18,0.233265306122,1,15,2026082301
146,production,18,0.233265306122,2,15,2026082302
147,production,18,0.233265306122,3,15,2026082303
148,production,18,0.233265306122,4,15,2026082304
149,production,18,0.233265306122,5,15,2026082305
150,production,18,0.233265306122,6,15,2026082306
151,production,18,0.233265306122,7,15,2026082307
152,production,19,0.236224489796,0,15,2026082300
153,production,19,0.236224489796,1,15,2026082301
154,production,19,0.236224489796,2,15,2026082302
155,production,19,0.236224489796,3,15,2026082303
156,production,19,0.236224489796,4,15,2026082304
157,production,19,0.236224489796,5,15,2026082305
158,production,19,0.236224489796,6,15,2026082306
159,production,19,0.236224489796,7,15,2026082307
160,production,20,0.239183673469,0,15,2026082300
161,production,20,0.239183673469,1,15,2026082301
162,production,20,0.239183673469,2,15,2026082302
163,production,20,0.239183673469,3,15,2026082303
164,production,20,0.239183673469,4,15,2026082304
165,production,20,0.239183673469,5,15,2026082305
166,production,20,0.239183673469,6,15,2026082306
167,production,20,0.239183673469,7,15,2026082307
168,production,21,0.242142857143,0,15,2026082300
169,production,21,0.242142857143,1,15,2026082301
170,production,21,0.242142857143,2,15,2026082302
